,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência
1458,Flora, Angiospermas, Poaceae, Bromidium ramboi, , Criticamente em Perigo CR , CR, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," PR, SC, RS"
1459,Flora, Angiospermas, Combretaceae, Buchenavia parvifolia subsp. Rabelloana, , Vulneravel VU , VU, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," ES, SP"
1460,Flora, Angiospermas, Scrophulariaceae, Buddleja speciosissima, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," MG, RJ, SP"
1461,Flora, Angiospermas, Orchidaceae, Bulbophyllum arianeae, , Criticamente em Perigo CR , CR, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, ES
1462,Flora, Angiospermas, Orchidaceae, Bulbophyllum boudetianum, , Em Perigo EN , EN, Mata Atlantica, Distribuicao Restrita, Sim, Nao, Nao,2, Sim, ES
1463,Flora, Angiospermas, Orchidaceae, Bulbophyllum kautskyi, , Vulneravel VU , VU, Mata Atlantica, Distribuicao Restrita, Sim, Nao, Nao,2, Sim," BA, ES"
1464,Flora, Angiospermas, Cyperaceae, Bulbostylis distichoides, , Vulneravel VU , VU, Cerrado, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Informacao nao disponivel," BA, MG, RJ"
1465,Flora, Angiospermas, Cyperaceae, Bulbostylis nesiotis, , Vulneravel VU , VU, Mata Atlantica, Especies Invasoras, Sim, Nao, Nao,2, Sim, ES
1466,Flora, Angiospermas, Cyperaceae, Bulbostylis smithii, , Em Perigo EN , EN, Cerrado, Queimadas Desenvolvimento e Infraestrutura Turismo Recreacao Perda de Habitat Degradacao Induzida por Humanos Mineracao Agropecuaria, Sim, Sim, Nao,3, Sim, MG
1467,Flora, Angiospermas, Malpighiaceae, Bunchosia itacarensis, , Criticamente em Perigo CR , CR, Mata Atlantica, Distribuicao Restrita Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, BA
1468,Flora, Angiospermas, Malpighiaceae, Bunchosia macilenta, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Informacao nao disponivel," BA, MG"
1469,Flora, Angiospermas, Malpighiaceae, Bunchosia pernambucana, , Em Perigo EN , EN," Caatinga, Mata Atlantica", Disturbio Humano Perda de Habitat Degradacao Induzida por Humanos Distribuicao Restrita, Sim, Nao, Nao,2, Sim," AL, BA, PE"
1470,Flora, Angiospermas, Burseraceae, Bursera simaruba, , Vulneravel VU , VU, Amazonia, Desastres Naturais, Sim, Nao, Nao,1, Nao," AM, RR"
1471,Flora, Angiospermas, Arecaceae, Butia capitata," Coco azedinho, Coco cabecudo", Vulneravel VU , VU, Cerrado, Perda de Habitat Degradacao Induzida por Humanos Extracao de Nao Madereiras Mudancas na Dinamica das Especies Nativas Agropecuaria, Sim, Nao, Nao,2, Sim," BA, GO, MG"
1472,Flora, Angiospermas, Arecaceae, Butia eriospatha, Butia da serra, Vulneravel VU , VU, Mata Atlantica, Plantacao de Madereiras Agropecuaria Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," PR, SC, SP, RS"
1473,Flora, Angiospermas, Arecaceae, Butia leptospatha, , Criticamente em Perigo CR , CR, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Nao, MS
1474,Flora, Angiospermas, Arecaceae, Butia microspadix, , Vulneravel VU , VU," Cerrado, Mata Atlantica", Agropecuaria, Sim, Nao, Nao,2, Sim," PR, RS, SC, SP"
1475,Flora, Angiospermas, Arecaceae, Butia purpurascens, palmeira jatai, Em Perigo EN , EN, Cerrado, Agropecuaria Perda de Habitat Degradacao Induzida por Humanos Mudancas na Dinamica das Especies Nativas Alta Mortalidade de Juvenis, Nao, Nao, Nao,1, Sim," GO, MG"
1476,Flora, Angiospermas, Arecaceae, Butia yatay, butia jatai, Vulneravel VU , VU, Pampa, Vazio, Sim, Nao, Nao,2, Nao, RS
1477,Flora, Angiospermas, Malpighiaceae, Byrsonima alvimii, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Fatores Intrinsecos, Sim, Nao, Nao,2, Sim," BA, ES"
1478,Flora, Angiospermas, Malpighiaceae, Byrsonima brachybotrya, , Vulneravel VU , VU, Cerrado, Plantacao de Madereiras, Sim, Nao, Nao,2, Sim," SP, PR"
1479,Flora, Angiospermas, Malpighiaceae, Byrsonima cipoensis, , Em Perigo EN , EN, Cerrado, Distribuicao Restrita Queimadas, Sim, Sim, Nao,3, Sim, MG
1480,Flora, Angiospermas, Malpighiaceae, Byrsonima fonsecae, , Criticamente em Perigo CR , CR, Cerrado, Distribuicao Restrita, Sim, Sim, Nao,3, Sim, MG
1481,Flora, Angiospermas, Malpighiaceae, Byrsonima lanulosa, , Em Perigo EN , EN," Amazonia, Cerrado", Perda de Habitat Degradacao Induzida por Humanos , Nao, Nao, Nao,1, Informacao nao disponivel," MT, RO"
1482,Flora, Angiospermas, Malpighiaceae, Byrsonima microphylla, , Em Perigo EN , EN," Caatinga, Mata Atlantica", Assentamentos Humanos Cidades Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," BA, PI, SE"
1483,Flora, Angiospermas, Malpighiaceae, Byrsonima onishiana, , Em Perigo EN , EN, Cerrado, Perda de Habitat Degradacao Induzida por Humanos Mineracao Distribuicao Restrita, Sim, Nao, Nao,2, Sim, MG
1484,Flora, Angiospermas, Asteraceae, Caatinganthus rubropappus, , Em Perigo EN , EN, Caatinga, Agropecuaria, Nao, Nao, Nao,1, Sim," BA, PB, PE, RN"
1485,Flora, Angiospermas, Fabaceae, Caesalpinia echinata," pau brasil, Ibirapitanga, Pau pernambuco", Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos Agropecuaria Extracao de Madeira, Sim, Nao, Nao,3, Sim," RN, PB, PE, AL, BA, ES, RJ"
1486,Flora, Angiospermas, Asteraceae, Calea abbreviata, , Criticamente em Perigo CR , CR, Cerrado, Queimadas Agropecuaria Especies Invasoras, Sim, Sim, Nao,3, Sim," GO, MG"
1487,Flora, Angiospermas, Asteraceae, Calea acaulis, , Vulneravel VU , VU," Cerrado, Mata Atlantica", Vazio, Sim, Nao, Nao,2, Informacao nao disponivel," SP, PR"
1488,Flora, Angiospermas, Asteraceae, Calea brittoniana, , Criticamente em Perigo CR , CR, Cerrado, Disturbio Humano Turismo Recreacao, Sim, Nao, Nao,2, Sim, MG
1489,Flora, Angiospermas, Asteraceae, Calea gentianoides, , Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Informacao nao disponivel," MG, SP, PR "
1490,Flora, Angiospermas, Asteraceae, Calea heteropappa, , Em Perigo EN , EN, Cerrado, Transporte Terrestre Aereo Queimadas, Sim, Nao, Nao,2, Sim, MG
1491,Flora, Angiospermas, Asteraceae, Calea kristiniae, , Em Perigo EN , EN, Pampa, Agropecuaria, Sim, Sim, Nao,2, Nao, RS
1492,Flora, Angiospermas, Solanaceae, Calibrachoa eglandulata, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Sim, Nao,2, Sim, SC
1493,Flora, Angiospermas, Solanaceae, Calibrachoa elegans, , Em Perigo EN , EN," Cerrado, Mata Atlantica", Mineracao, Sim, Nao, Nao,2, Sim, MG
1494,Flora, Angiospermas, Solanaceae, Calibrachoa humilis, , Em Perigo EN , EN, Pampa, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Nao, RS
1495,Flora, Angiospermas, Solanaceae, Calibrachoa spathulata, , Vulneravel VU , VU, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Informacao nao disponivel," PR, SC"
1496,Flora, Angiospermas, Fabaceae, Calliandra carrascana, , Em Perigo EN , EN, Cerrado, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, MG
1497,Flora, Angiospermas, Vochysiaceae, Callisthene inundata, , Em Perigo EN , EN, Mata Atlantica, Barragens, Nao, Nao, Nao,1, Sim, RS
1498,Flora, Angiospermas, Myrtaceae, Calycolpus legrandii, , Vulneravel VU , VU, Mata Atlantica, Desenvolvimento e Infraestrutura, Sim, Nao, Nao,2, Informacao nao disponivel," AL, BA, SE"
1499,Flora, Angiospermas, Malvaceae, Calyculogygas uruguayensis, , Em Perigo EN , EN, Pampa, Perda de Habitat Degradacao Induzida por Humanos , Nao, Nao, Nao,1, Nao," RS, SC"
1500,Flora, Angiospermas, Malvaceae, Calyptraemalva catharinensis, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, SC
1501,Flora, Angiospermas, Myrtaceae, Calyptranthes fusiformis, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Transporte Terrestre Aereo, Sim, Nao, Nao,2, Sim," RS, SP"
1502,Flora, Angiospermas, Myrtaceae, Calyptranthes hatschbachii, , Em Perigo EN , EN, Mata Atlantica, Desenvolvimento e Infraestrutura, Sim, Nao, Nao,2, Sim, PR
1503,Flora, Angiospermas, Myrtaceae, Calyptranthes pileata, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," PR, RS, SC"
1504,Flora, Angiospermas, Myrtaceae, Calyptranthes restingae, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Informacao nao disponivel," BA, SE"
1505,Flora, Angiospermas, Malpighiaceae, Camarea elongata, , Vulneravel VU , VU, Cerrado, Queimadas Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, BA
1506,Flora, Angiospermas, Malpighiaceae, Camarea humifusa, , Em Perigo EN , EN, Cerrado, Distribuicao Restrita Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,3, Sim, GO
1507,Flora, Angiospermas, Malpighiaceae, Camarea linearifolia, , Criticamente em Perigo CR , CR, Cerrado, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," GO, MG"
1508,Flora, Angiospermas, Poaceae, Cambajuva ulei, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," RS, SC"
1509,Flora, Angiospermas, Melastomataceae, Cambessedesia atropurpurea, , Vulneravel VU , VU, Cerrado, Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,2, Sim," BA, GO"
1510,Flora, Angiospermas, Melastomataceae, Cambessedesia gracilis, , Em Perigo EN , EN, Caatinga, Agropecuaria, Sim, Nao, Nao,2, Sim, BA
1511,Flora, Angiospermas, Melastomataceae, Cambessedesia hermogenesii, , Em Perigo EN , EN," Caatinga, Cerrado", Agropecuaria, Sim, Nao, Nao,2, Sim, BA
1512,Flora, Angiospermas, Melastomataceae, Cambessedesia weddellii, , Vulneravel VU , VU, Cerrado, Queimadas, Sim, Nao, Nao,2, Sim," MG, SP"
1513,Flora, Angiospermas, Melastomataceae, Cambessedesia wurdackii, , Vulneravel VU , VU, Caatinga, Queimadas, Sim, Nao, Nao,2, Sim, BA
1514,Flora, Angiospermas, Myrtaceae, Campomanesia espiritosantensis, , Criticamente em Perigo CR , CR, Mata Atlantica, Agropecuaria, Sim, Nao, Nao,2, Sim, ES
1515,Flora, Angiospermas, Myrtaceae, Campomanesia hirsuta, , Em Perigo EN , EN, Mata Atlantica, Assentamentos Humanos Cidades, Sim, Nao, Nao,2, Sim," MG, RJ"
1516,Flora, Angiospermas, Myrtaceae, Campomanesia macrobracteolata, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, ES
1517,Flora, Angiospermas, Myrtaceae, Campomanesia prosthecesepala, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Informacao nao disponivel, MG
1518,Flora, Angiospermas, Myrtaceae, Campomanesia reitziana, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Mineracao, Sim, Sim, Nao,2, Sim," PR, SC, SP"
1519,Flora, Angiospermas, Asteraceae, Campuloclinium parvulum, , Vulneravel VU , VU, Mata Atlantica, Turismo Recreacao Especies Invasoras, Sim, Nao, Nao,2, Sim," SP, RJ, MG"
1520,Flora, Angiospermas, Orchidaceae, Campylocentrum pernambucense, , Em Perigo EN , EN, Mata Atlantica, Agropecuaria Mineracao, Sim, Nao, Nao,2, Sim, PE
1521,Flora, Angiospermas, Poaceae, Canastra lanceolata, , Criticamente em Perigo CR , CR, Cerrado, Vazio, Sim, Nao, Nao,2, Sim, MG
1522,Flora, Angiospermas, Bromeliaceae, Canistropsis albiflora, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," BA, ES"
1523,Flora, Angiospermas, Bromeliaceae, Canistropsis elata, , Criticamente em Perigo CR , CR, Mata Atlantica, Distribuicao Restrita Assentamentos Humanos Cidades, Sim, Sim, Nao,2, Sim, RJ
1524,Flora, Angiospermas, Bromeliaceae, Canistrum alagoanum, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, AL
1525,Flora, Angiospermas, Bromeliaceae, Canistrum aurantiacum, , Em Perigo EN , EN," Caatinga, Mata Atlantica", Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Nao," AL, PR, PE"
1526,Flora, Angiospermas, Bromeliaceae, Canistrum camacaense, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, BA
1527,Flora, Angiospermas, Bromeliaceae, Canistrum fosterianum, , Criticamente em Perigo CR , CR, Mata Atlantica, Extracao de Madeira Agropecuaria, Sim, Nao, Nao,2, Sim, BA
1528,Flora, Angiospermas, Bromeliaceae, Canistrum guzmanioides, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, BA
1529,Flora, Angiospermas, Bromeliaceae, Canistrum montanum, , Em Perigo EN , EN, Mata Atlantica, Extracao de Madeira, Sim, Nao, Nao,2, Sim, BA
1530,Flora, Angiospermas, Bromeliaceae, Canistrum pickelii, , Vulneravel VU , VU," Caatinga, Mata Atlantica", Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," AL, PE"
1531,Flora, Angiospermas, Bromeliaceae, Canistrum triangulare, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, ES
1532,Flora, Angiospermas, Euphorbiaceae, Caperonia buettneriacea, , Vulneravel VU , VU," Cerrado, Mata Atlantica", Perda de Habitat Degradacao Induzida por Humanos Agropecuaria Especies Invasoras, Sim, Nao, Nao,2, Sim," SP, MG, PR, RS"
1533,Flora, Angiospermas, Rubiaceae, Carapichea ipecacuanha, , Vulneravel VU , VU," Cerrado, Mata Atlantica", Extracao Direta Fatores Intrinsecos, Sim, Nao, Nao,2, Nao," RO, BA, PE, PA, ES, CE, GO, MT, ES, MG, SP, RJ"
1534,Flora, Angiospermas, Lecythidaceae, Cariniana ianeirensis, Jequitiba acu, Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Informacao nao disponivel," MG, SP, PR "
1535,Flora, Angiospermas, Lecythidaceae, Cariniana legalis, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,3, Sim," BA, PB, PE, ES, MG, RJ, SP, PR"
1536,Flora, Angiospermas, Lecythidaceae, Cariniana parvifolia, jequitiba cravino, Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, ES
1537,Flora, Angiospermas, Salicaceae, Casearia paranaensis, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, PA
1538,Flora, Angiospermas, Simaroubaceae, Castela tweedii, romazeirinha, Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Nao," PR, SC, RS, MS"
1539,Flora, Angiospermas, Orchidaceae, Catasetum mattosianum, , Em Perigo EN , EN, Mata Atlantica, Agropecuaria, Sim, Nao, Nao,2, Sim," BA, ES"
1540,Flora, Angiospermas, Asteraceae, Catolesia mentiens, , Criticamente em Perigo CR , CR, Cerrado, Agropecuaria Extracao de Madeira Queimadas, Sim, Nao, Nao,2, Sim, BA
1541,Flora, Angiospermas, Orchidaceae, Cattleya aclandiae, , Vulneravel VU , VU," Caatinga, Mata Atlantica", Extracao direta Coleta, Sim, Nao, Nao,2, Sim, BA
1542,Flora, Angiospermas, Orchidaceae, Cattleya dormaniana, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Sim, Nao,3, Sim, RJ
1543,Flora, Angiospermas, Orchidaceae, Cattleya granulosa, , Vulneravel VU , VU, Mata Atlantica, Assentamentos Humanos Cidades Extracao direta Coleta Especies Invasoras, Sim, Nao, Nao,2, Sim," AL, BA, PB, PE, RN, ES"
1544,Flora, Angiospermas, Orchidaceae, Cattleya guttata, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos Extracao de Nao Madereiras Mudancas na Dinamica das Especies Nativas, Sim, Nao, Nao,3, Sim," BA, PE, ES, MG, RJ, SP, PR, RS, SC"
1545,Flora, Angiospermas, Orchidaceae, Cattleya harrisoniana, , Vulneravel VU , VU, Mata Atlantica, Extracao de Nao Madereiras Agropecuaria, Sim, Nao, Nao,2, Sim," ES, MG, RJ, SP"
1546,Flora, Angiospermas, Orchidaceae, Cattleya intermedia, , Vulneravel VU , VU, Mata Atlantica, Agropecuaria Perda de Habitat Degradacao Induzida por Humanos Extracao de Nao Madereiras Mudanca na Dinamica das Especies Nativas Queimadas, Sim, Sim, Nao,3, Sim," RJ, SP, PR, RS, SC"
1547,Flora, Angiospermas, Orchidaceae, Cattleya labiata, , Vulneravel VU , VU," Caatinga, Mata Atlantica", Perda de Habitat Degradacao Induzida por Humanos Extracao Direta, Sim, Nao, Nao,2, Sim," AL, BA, CE, PB, PE, SE, ES, RJ"
1548,Flora, Angiospermas, Orchidaceae, Cattleya porphyroglossa, , Criticamente em Perigo CR , CR, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," BA, MG, RJ, PR, SC"
1549,Flora, Angiospermas, Orchidaceae, Cattleya schilleriana, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," BA, ES, RJ"
1550,Flora, Angiospermas, Orchidaceae, Cattleya schofieldiana, , Criticamente em Perigo CR , CR, Mata Atlantica, Extracao de Nao Madereiras, Nao, Nao, Nao,2, Sim," RJ, ES"
1551,Flora, Angiospermas, Orchidaceae, Cattleya tenuis, , Em Perigo EN , EN," Caatinga, Cerrado", Extracao Direta, Sim, Nao, Nao,2, Sim," BA, PE"
1552,Flora, Angiospermas, Orchidaceae, Cattleya tigrina, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,3, Sim," BA, PE, SE, SP RS, SC"
1553,Flora, Angiospermas, Orchidaceae, Cattleya velutina, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," ES, RJ, SP"
1554,Flora, Angiospermas, Orchidaceae, Cattleya walkeriana, , Vulneravel VU , VU," Amazonia, Cerrado", Extracao direta Coleta Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,2, Sim," TO, BA, DF, GO, MT, MG, SP"
1555,Flora, Angiospermas, Orchidaceae, Cattleya warneri, , Vulneravel VU , VU, Mata Atlantica, Extracao Direta, Sim, Nao, Nao,2, Sim," ES, MG, RJ"
1556,Flora, Angiospermas, Meliaceae, Cedrela fissilis, , Vulneravel VU , VU," Amazonia, Cerrado, Mata Atlantica", Extracao de Madeira, Sim, Sim, Nao,3, Nao," AC, AM, PA, RO, TO, AL, BA, CE, MA, PB, PE, PI, SE, DF, GO, MS, MT, ES, MG, SP, RJ, PR, RS, SC"
1557,Flora, Angiospermas, Meliaceae, Cedrela lilloi, , Em Perigo EN , EN, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,3, Nao," PR, SC, RS, MS"
1558,Flora, Angiospermas, Meliaceae, Cedrela odorata," cedro, cedro branco, cedro rosa, cedro vermelho", Vulneravel VU , VU," Amazonia, Caatinga, Cerrado, Mata Atlantica", Extracao de Madeira, Sim, Sim, Nao,3, Nao," AC, AM, AP, PA, RO, AL, BA, CE, MA, PR, PE, SE, DF, GO, MT, MS, ES, MG, SP, RJ, PR, SC"
1559,Flora, Angiospermas, Orchidaceae, Centroglossa castellensis, , Criticamente em Perigo CR , CR, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, ES
1560,Flora, Angiospermas, Fabaceae, Centrolobium paraense, , Em Perigo EN , EN, Amazonia, Extracao de Madeira, Sim, Nao, Nao,2, Nao, RO
1561,Flora, Angiospermas, Fabaceae, Centrosema carajasense, , Vulneravel VU , VU, Amazonia, Mineracao Extracao para Combustivel, Sim, Nao, Nao,2, Sim," PR, MT"
1562,Flora, Angiospermas, Cactaceae, Cereus mirabella, , Vulneravel VU , VU, Cerrado, Agropecuaria, Sim, Nao, Nao,2, Sim," MG, GO, TO, BA, MA"
1563,Flora, Angiospermas, Fabaceae, Chamaecrista anamariae, , Em Perigo EN , EN, Caatinga, Agropecuaria, Sim, Nao, Nao,2, Sim, BA
1564,Flora, Angiospermas, Fabaceae, Chamaecrista atroglandulosa, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," ES, SP"
1565,Flora, Angiospermas, Fabaceae, Chamaecrista catolesensis, , Vulneravel VU , VU," Caatinga, Cerrado", Distribuicao Restrita Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim, BA
1566,Flora, Angiospermas, Fabaceae, Chamaecrista cipoana, , Vulneravel VU , VU, Cerrado, Turismo Recreacao, Sim, Sim, Nao,3, Sim, MG
1567,Flora, Angiospermas, Fabaceae, Chamaecrista fodinarum, , Vulneravel VU , VU," Caatinga, Cerrado", Mineracao Plantacao de Madereiras, Sim, Sim, Nao,2, Sim," BA, MG"
1568,Flora, Angiospermas, Fabaceae, Chamaecrista lagotois, , Criticamente em Perigo CR , CR, Cerrado, Turismo Recreacao, Sim, Sim, Nao,3, Sim, MG
1569,Flora, Angiospermas, Fabaceae, Chamaecrista stillifera, , Vulneravel VU , VU, Cerrado, Perda de Habitat Degradacao Induzida por Humanos Plantacao de Madereiras, Sim, Sim, Nao,2, Sim, MG
1570,Flora, Angiospermas, Fabaceae, Chamaecrista tephrosiifolia, , Vulneravel VU , VU, Cerrado, Mineracao Distribuicao Restrita Plantacao de Madereiras, Sim, Sim, Nao,2, Sim, MG
1571,Flora, Angiospermas, Fabaceae, Chamaecrista ulmea, , Criticamente em Perigo CR , CR, Cerrado, Distribuicao Restrita Plantacao de Madereiras Mineracao, Sim, Sim, Nao,2, Sim, MG
1572,Flora, Angiospermas, Asteraceae, Chaptalia chapadensis, , Criticamente em Perigo CR , CR, Caatinga, Assentamentos Humanos Cidades Perda de Habitat Degradacao Induzida por Humanos Queimadas Extracao de Madeira, Sim, Nao, Nao,2, Sim, BA
1573,Flora, Angiospermas, Asteraceae, Chaptalia cordifolia, Lingua de vaca, Vulneravel VU , VU, Mata Atlantica, Mineracao Agropecuaria Queimadas Especies Invasoras , Sim, Nao, Nao,2, Sim," RJ, RS, SC, PR, MG"
1574,Flora, Angiospermas, Asteraceae, Chaptalia hermogenis, , Criticamente em Perigo CR , CR, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos Assentamentos Humanos Cidades, Sim, Nao, Nao,2, Sim," SC, PR, RS, RJ, MG"
1575,Flora, Angiospermas, Poaceae, Chascolytrum brasiliense, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," SP, RJ, MG, PR, RS"
1576,Flora, Angiospermas, Poaceae, Chascolytrum bulbosum, , Criticamente em Perigo CR , CR, Pampa, Vazio, Nao, Sim, Nao,2, Nao, RS
1577,Flora, Angiospermas, Poaceae, Chascolytrum itatiaiae, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Nao, Nao,2, Sim," SP, RJ, MG, SC"
1578,Flora, Angiospermas, Poaceae, Chascolytrum parodianum, , Criticamente em Perigo CR , CR, Pampa, Vazio, Nao, Nao, Nao,1, Nao, RS
1579,Flora, Angiospermas, Poaceae, Chascolytrum scabrum, , Em Perigo EN , EN, Mata Atlantica, Vazio, Sim, Sim, Nao,2, Informacao nao disponivel, RS
1580,Flora, Angiospermas, Oleaceae, Chionanthus fluminensis, , Criticamente em Perigo CR , CR, Mata Atlantica, Queimadas Especies Invasoras Assentamentos Humanos Cidades Distribuicao Restrita Telecomunicacao Linhas de Energia Perda de Habitat Degradacao Induzida por Humanos , Sim, Sim, Nao,2, Informacao nao disponivel, RJ
1581,Flora, Angiospermas, Oleaceae, Chionanthus subsessilis, , Vulneravel VU , VU," Cerrado, Mata Atlantica", Queimadas Agropecuaria, Sim, Sim, Nao,2, Sim, MG
1582,Flora, Angiospermas, Oleaceae, Chionanthus tenuis, , Criticamente em Perigo CR , CR, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos Queimadas Telecomunicacao Linhas de Energia Barragens Assentamentos Humanos Cidades, Sim, Nao, Nao,3, Sim, RJ
1583,Flora, Angiospermas, Asteraceae, Chionolaena lychnophorioides, , Vulneravel VU , VU, Cerrado, Perda de Habitat Degradacao Induzida por Humanos Turismo Recreacao, Sim, Nao, Nao,2, Sim, MG
1584,Flora, Angiospermas, Euphorbiaceae, Chiropetalum foliosum, , Em Perigo EN , EN," Mata Atlantica, Pampa", Plantacao de Madereiras Queimadas Agropecuaria, Sim, Sim, Nao,2, Nao, RS
1585,Flora, Angiospermas, Euphorbiaceae, Chiropetalum gymnadenium, , Vulneravel VU , VU, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Sim, Nao, Nao,2, Sim," MG, SP"
1586,Flora, Angiospermas, Orchidaceae, Chloraea membranacea, , Em Perigo EN , EN," Mata Atlantica, Pampa", Perda de Habitat Degradacao Induzida por Humanos Agropecuaria, Sim, Nao, Nao,2, Nao," PR, RS, SC"
1587,Flora, Angiospermas, Rubiaceae, Chomelia modesta, , Criticamente em Perigo CR , CR, Mata Atlantica, Perda de Habitat Degradacao Induzida por Humanos , Nao, Nao, Nao,1, Sim, SP
1588,Flora, Angiospermas, Asteraceae, Chresta souzae, , Em Perigo EN , EN, Cerrado, Queimadas, Sim, Nao, Nao,2, Sim, GO
1589,Flora, Angiospermas, Asteraceae, Chromolaena angusticeps, , Em Perigo EN , EN, Mata Atlantica, Especies Invasoras Perda de Habitat Degradacao Induzida por Humanos Mineracao Agropecuaria, Sim, Nao, Nao,2, Sim, PR
